#,,,,,
pl_name,ra,dec,sy_dist,sy_disterr1,sy_disterr2
HAT-P-60 b,28.2825719,52.0539209,233.22,2.687,-2.627
HAT-P-61 b,75.4801665,50.1311784,338.84,4.149,-4.051
HAT-P-62 b,74.5043816,48.3008551,348.815,4.951,-4.816
HAT-P-63 b,269.5720695,5.7613709,403.458,3.98,-3.904
HAT-P-64 b,68.9743955,2.4312732,651.897,15.413,-14.728
HAT-P-65 b,315.9054895,11.9893675,738.519,19.924,-18.922
HAT-P-66 b,150.5726262,53.9508237,935.456,24.361,-23.177
HAT-P-67 b,256.6107279,44.7768849,371.686,3.563,-3.497
HAT-P-68 b,118.4831501,23.9382192,202.152,0.953,-0.943
HAT-P-69 b,130.5056385,3.7105662,341.263,5.116,-4.969
HAT-P-7 b,292.24719,47.9695429,341.079,2.431,-2.397
HAT-P-70 b,74.5523332,9.9979794,330.739,6.818,-6.552
HAT-P-8 b,343.0414932,35.4471778,211.553,1.709,-1.682
HAT-P-9 b,110.1685157,37.1405946,455.203,8.968,-8.635
HATS-1 b,175.5252399,-23.3548451,283.971,3.778,-3.682
HATS-10 b,294.3068385,-22.2044872,534.889,7.724,-7.512
HATS-11 b,289.4007603,-22.3900092,944.603,32.262,-30.233
HATS-13 b,316.9614798,-26.0967205,421.855,8.501,-8.177
HATS-14 b,313.2154754,-25.6873756,513.011,9.287,-8.968
HATS-15 b,311.0920041,-19.4375266,1139.55,99.7,-85.11
HATS-16 b,358.5588439,-30.0130385,757.044,13.735,-13.262
HATS-17 b,192.1895676,-47.6136789,400.331,10.228,-9.74
HATS-18 b,173.9574203,-29.1560639,624.368,16.147,-15.366
HATS-2 b,176.7388264,-22.5630097,341.925,3.674,-3.598
HATS-22 b,174.0098693,-29.5433642,229.518,1.612,-1.59
HATS-23 b,286.36675,-50.0673496,639.004,9.609,-9.334
HATS-24 b,268.8907069,-61.7474,494.182,12.468,-11.88
HATS-25 b,207.9076746,-23.7812403,471.158,9.125,-8.79
HATS-26 b,144.9268593,-28.5856004,861.843,25.218,-23.847
HATS-27 b,193.5524603,-46.5877159,816.988,41.072,-37.381
HATS-28 b,284.3997616,-49.1385126,535.383,7.926,-7.703
HATS-29 b,285.0965172,-54.8933408,353.891,4.986,-4.852
HATS-3 b,312.4574879,-24.4286938,411.211,7.896,-7.608
HATS-30 b,5.618525,-59.9425892,342.14,2.936,-2.888
HATS-31 b,191.7028214,-24.4273897,773.974,20.317,-19.321
HATS-32 b,346.0750861,-21.2720168,745.116,17.503,-16.731
HATS-33 b,294.6336944,-55.3302692,248.46,2.164,-2.127
HATS-34 b,0.7744866,-62.4693167,508.842,3.896,-3.896
HATS-35 b,296.688442,-63.5656488,514.555,10.199,-9.817
HATS-36 b,291.4787013,-23.2028183,856.436,21.874,-20.829
HATS-37 A b,199.80183,-22.9868431,211.896,2.803,-2.733
HATS-38 b,154.2710615,-25.2762982,343.525,5.122,-4.976
HATS-39 b,112.4192251,-29.9379163,878.521,79.923,-67.787
HATS-4 b,94.1120914,-22.5468824,416.459,2.726,-2.691
HATS-40 b,100.5712467,-29.77678,1342.29,31.8,-30.39
HATS-41 b,103.5173558,-27.0504156,737.668,14.203,-13.685
HATS-42 b,108.4523991,-33.4373462,800.377,10.533,-10.269
HATS-43 b,80.5382418,-30.9708179,362.273,2.259,-2.232
HATS-44 b,84.3267559,-27.9725758,446.035,3.241,-3.196
HATS-45 b,101.9942455,-21.9107112,772.11,11.303,-10.987
HATS-46 b,6.7026401,-56.3161021,453.808,3.927,-3.861
HATS-47 b,287.4844021,-49.6649424,300.67,3.853,-3.759
HATS-48 A b,288.6720048,-59.5793505,263.609,1.669,-1.649
HATS-49 b,6.6135927,-56.3442798,324.413,2.387,-2.353
HATS-5 b,67.2228465,-21.4820568,246.384,1.742,-1.719
HATS-50 b,300.4280761,-26.077564,756.742,16.978,-16.261
HATS-51 b,102.8474248,-29.0586551,389.57,3.949,-3.872
HATS-52 b,140.0875894,-31.2692116,555.134,6.057,-6.057
HATS-53 b,176.628323,-33.8600764,585.77,8.501,-8.265
HATS-54 b,200.6348641,-44.6888393,748.585,22.665,-21.392
HATS-55 b,114.2833819,-32.7554188,609.838,6.099,-5.982
HATS-56 b,180.165072,-45.7994559,564.409,11.513,-11.07
HATS-57 b,60.9482779,-19.0568182,279.485,3.118,-3.05
HATS-59 b,170.324325,-22.388177,642.884,13.94,-13.371
HATS-59 c,170.324325,-22.388177,642.884,13.94,-13.371
HATS-6 b,88.1468079,-19.0316268,169.318,1.065,-1.051
HATS-60 b,341.3640336,-14.9917747,486.474,8.584,-8.296
HATS-61 b,61.6578005,-25.3496674,679.761,8.732,-8.518
HATS-62 b,312.4493079,-24.303506,523.067,10.426,-10.033
HATS-63 b,67.418582,-28.1972149,623.232,6.092,-5.977
HATS-64 b,144.2876092,-29.800444,1080.15,42.25,-39.24
HATS-65 b,292.9397825,-26.7402021,493.32,12.619,-12.015
HATS-66 b,101.3948048,-33.8816918,1477.98,36.6,-34.9
HATS-67 b,180.2087883,-46.1364201,960.109,24.025,-22.9
HATS-68 b,15.006077,-58.9047242,603.955,10.371,-10.034
HATS-69 b,289.2974275,-60.8917599,414.537,3.545,-3.487
HATS-7 b,208.8567465,-21.2078587,240.707,1.649,-1.628
HATS-70 b,109.1045212,-31.2443947,1458.83,68.6,-62.81
HATS-71 b,15.5518893,-61.7561333,140.225,0.865,-0.855
HATS-72 b,339.0258401,-17.0003046,127.589,0.614,-0.609
HATS-74 A b,171.0147921,-19.5569588,299.389,7.188,-6.865
HATS-75 b,60.9493919,-25.4089214,194.964,1.125,-1.111
HATS-76 b,70.3397665,-32.3204175,385.689,5.7415,-5.7415
HATS-77 b,149.8236672,-27.3928174,436.176,10.91,-10.4
HATS-8 b,294.9416887,-25.7483655,794.637,19.412,-18.524
HATS-9 b,290.8101704,-20.1663771,638.7,12.633,-12.16
HD 100546 b,173.3555116,-70.1947897,109.677,0.621,-0.613
HD 100655 b,173.7653631,20.441541,137.178,0.895,-0.895
HD 100777 b,173.9646303,-4.7555425,49.5336,0.1459,-0.1451
HD 10180 c,24.4731133,-60.5114881,38.9607,0.0387,-0.0386
HD 10180 d,24.4731133,-60.5114881,38.9607,0.0387,-0.0386
HD 10180 e,24.4731133,-60.5114881,38.9607,0.0387,-0.0386
HD 10180 f,24.4731133,-60.5114881,38.9607,0.0387,-0.0386
HD 10180 g,24.4731133,-60.5114881,38.9607,0.0387,-0.0386
HD 10180 h,24.4731133,-60.5114881,38.9607,0.0387,-0.0386
HD 101930 b,175.875608,-58.0053798,30.0274,0.0409,-0.0407
HD 102117 b,176.2097267,-58.7040134,39.5792,0.0646,-0.0644
HD 102195 b,176.4254063,2.8209912,29.3386,0.0482,-0.048
HD 102272 b,176.5980316,14.1240201,347.097,13.7975,-13.7975
HD 102329 b,176.6941567,3.4742143,217.107,3.172,-3.083
HD 102329 c,176.6941567,3.4742143,217.107,3.172,-3.083
HD 102365 b,176.6208003,-40.4986211,9.2894,0.01424,-0.0142
HD 102843 b,177.5854673,-1.2522989,62.758,0.2124,-0.2111
HD 102956 b,177.8436988,57.6406584,121.89,0.4345,-0.4345
HD 103197 b,178.2201971,-50.2927911,57.1463,0.097,-0.0967
HD 103720 b,179.1713308,-2.7791393,45.5352,0.1032,-0.1026
HD 103774 b,179.2310729,-12.1079951,56.4089,0.1785,-0.1774
HD 103891 b,179.4382907,-8.5486195,55.5213,0.4446,-0.4378
HD 103949 b,179.5479558,-23.9241221,26.4997,0.0538,-0.0537
HD 104067 b,179.7923543,-20.3556058,20.3632,0.0245,-0.0244
HD 104067 c,179.7923543,-20.3556058,20.3632,0.0245,-0.0244
HD 10442 b,25.471524,2.7044193,135.374,1.3395,-1.3395
HD 104985 b,181.3157854,76.9053359,100.576,0.719,-0.719
HD 105618 b,182.4021288,11.2115695,70.0837,0.2478,-0.2462
HD 105618 c,182.4021288,11.2115695,70.0837,0.2478,-0.2462
HD 105779 b,182.6612053,-16.9564908,55.2411,0.17,-0.169
HD 106252 b,183.3730583,10.0404302,38.185,0.079,-0.0787
HD 106270 b,183.4049258,-9.5135645,93.808,0.5686,-0.5686
HD 106315 b,183.4724742,-0.3934357,109.353,0.691,-0.681
HD 106315 c,183.4724742,-0.3934357,109.353,0.691,-0.681
HD 10647 b,25.6233526,-53.7412852,17.3357,0.0223,-0.0223
HD 106515 A b,183.7762699,-7.2575413,34.0915,0.0856,-0.0851
HD 106906 b,184.4713308,-55.9755805,103.029,0.461,-0.457
HD 10697 b,26.2324076,20.0826974,33.1205,0.0442,-0.0442
HD 107148 b,184.8059773,-3.3199927,49.4156,0.116,-0.1154
HD 107148 c,184.8059773,-3.3199927,49.4156,0.116,-0.1154
HD 108147 b,186.4409852,-64.0223492,38.92,0.0488,-0.0487
HD 108202 b,186.4613189,-1.1109233,38.6846,0.0675,-0.0673
HD 108236 b,186.5740627,-51.3630519,64.5978,0.1943,-0.1932
HD 108236 c,186.5740627,-51.3630519,64.5978,0.1943,-0.1932
HD 108236 d,186.5740627,-51.3630519,64.5978,0.1943,-0.1932
HD 108236 e,186.5740627,-51.3630519,64.5978,0.1943,-0.1932
HD 108236 f,186.5740627,-51.3630519,64.5978,0.1943,-0.1932
HD 108341 b,186.8791724,-71.4224896,48.9102,0.0618,-0.0615
HD 108863 b,187.5826081,21.9480993,164.742,1.3265,-1.3265
HD 108874 b,187.6126029,22.8794399,59.5175,0.1585,-0.1576
HD 108874 c,187.6126029,22.8794399,59.5175,0.1585,-0.1576
HD 109246 b,188.027184,74.4893379,67.8349,0.1236,-0.1232
HD 109271 b,188.397397,-11.6215204,55.8716,0.2082,-0.2068
HD 109271 c,188.397397,-11.6215204,55.8716,0.2082,-0.2068
HD 109286 b,188.3958418,7.2809064,55.4156,0.157,-0.1562
HD 109749 b,189.3173489,-40.8121458,63.0821,0.2965,-0.2938
HD 10975 b,27.1628025,37.9527542,116.506,0.975,-0.975
HD 109833 b,189.7758591,-74.5740205,79.5561,0.1488,-0.1483
HD 109833 c,189.7758591,-74.5740205,79.5561,0.1488,-0.1483
HD 109988 b,189.8154662,-32.7263607,42.5279,0.0817,-0.0813
HD 110014 b,189.8111935,-7.9956702,100.758,1.97315,-1.97315
HD 110067 b,189.8392243,20.0273377,32.1585,0.0572,-0.0569
HD 110067 c,189.8392243,20.0273377,32.1585,0.0572,-0.0569
HD 110067 d,189.8392243,20.0273377,32.1585,0.0572,-0.0569
HD 110067 e,189.8392243,20.0273377,32.1585,0.0572,-0.0569
HD 110067 f,189.8392243,20.0273377,32.1585,0.0572,-0.0569
HD 110067 g,189.8392243,20.0273377,32.1585,0.0572,-0.0569
HD 110082 b,192.5892855,-88.1211107,105.096,0.266,-0.266
HD 110113 b,190.0365636,-44.3120777,106.307,0.724,-0.715
HD 110113 c,190.0365636,-44.3120777,106.307,0.724,-0.715
HD 110537 b,190.7462412,-4.0501059,45.0858,0.0975,-0.097
HD 11112 b,27.0881399,-41.4944106,44.3804,0.0549,-0.0548
HD 111232 b,192.2159553,-68.4246679,28.9571,0.0362,-0.0361
HD 111232 c,192.2159553,-68.4246679,28.9571,0.0362,-0.0361
HD 111591 b,192.5725483,22.8631285,114.166,0.702,-0.693
HD 111998 b,193.2953521,-3.5531133,33.2237,0.0603,-0.06
HD 112300 b,193.8988441,3.3972376,62.07324,3.39072,-3.39072
HD 112570 b,194.2824262,46.1765638,101.166,0.479,-0.474
HD 112640 b,194.2415171,67.2429122,323.335,2.496,-2.458
HD 113337 b,195.4438496,63.610328,36.18,0.0565,-0.0563
HD 113337 c,195.4438496,63.610328,36.18,0.0565,-0.0563
HD 11343 c,27.5271962,-54.4651633,155.121,0.638,-0.634
HD 113538 b,196.233933,-52.4463502,16.2817,0.0139,-0.014
HD 113538 c,196.233933,-52.4463502,16.2817,0.0139,-0.014
HD 113996 b,196.794874,27.6244384,116.334,5.332,-4.89
HD 114082 b,197.3171237,-60.3084347,95.3906,0.4518,-0.4476
HD 114386 b,197.6652124,-35.0561807,27.9243,0.0404,-0.0404
HD 114729 b,198.1833997,-31.8746756,37.8063,0.0518,-0.0517
HD 114783 b,198.1818436,-2.2649921,21.0628,0.0285,-0.0284
HD 114783 c,198.1818436,-2.2649921,21.0628,0.0285,-0.0284
HD 11505 b,28.2750265,-1.3284416,38.9679,0.1628,-0.1615
HD 11506 b,28.2106607,-19.507396,51.261,0.1351,-0.1343
HD 11506 c,28.2106607,-19.507396,51.261,0.1351,-0.1343
HD 11506 d,28.2106607,-19.507396,51.261,0.1351,-0.1343
HD 115404 A b,199.2155793,17.0160384,10.9816,0.0044,-0.0044
HD 115404 A c,199.2155793,17.0160384,10.9816,0.0044,-0.0044
HD 115954 b,199.9853694,38.3691383,87.6437,0.2763,-0.2747
HD 116029 b,200.1646905,24.6484725,123.245,0.588,-0.588
HD 116029 c,200.1646905,24.6484725,123.245,0.588,-0.588
HD 117207 b,202.3368806,-35.5713041,32.3547,0.0524,-0.0522
HD 11755 b,29.707836,73.1521372,235.045,1.616,-1.595
HD 117618 b,203.1066418,-47.2719049,37.7781,0.0924,-0.0919
HD 118203 b,203.509956,53.7281876,92.2589,0.2364,-0.2352
HD 118203 c,203.509956,53.7281876,92.2589,0.2364,-0.2352
HD 11964 b,29.2884252,-10.2434693,33.5369,0.0428,-0.0428
HD 11964 c,29.2884252,-10.2434693,33.5369,0.0428,-0.0428
HD 11977 b,28.7347403,-67.6469871,67.9331,0.70825,-0.70825
HD 120084 b,205.661989,78.0646376,103.044,0.5175,-0.5175
HD 121504 b,209.3199062,-56.0404085,41.6592,0.069,-0.0687
HD 12235 b,30.0391601,3.0959098,31.7627,0.1073,-0.1066
HD 12235 c,30.0391601,3.0959098,31.7627,0.1073,-0.1066
HD 122562 c,210.5886904,20.8810286,53.2528,0.1223,-0.1218
HD 124330 b,212.8207093,54.4089731,60.1977,0.1025,-0.1022
HD 12484 b,30.6115322,2.8158078,48.3367,0.1378,-0.137
HD 125271 b,216.6474037,-81.4542756,39.3466,0.0672,-0.067
HD 125390 b,214.5387463,38.9669132,153.647,0.854,-0.854
HD 125595 b,215.3434326,-40.3942443,28.1989,0.0611,-0.0609
HD 125612 b,215.2227183,-17.4818147,57.6207,0.1644,-0.1635
HD 125612 c,215.2227183,-17.4818147,57.6207,0.1644,-0.1635
HD 125612 d,215.2227183,-17.4818147,57.6207,0.1644,-0.1635
HD 12648 b,34.7480718,85.7365329,182.192,0.951,-0.941
HD 126525 b,216.8852514,-51.9329118,37.6506,0.0665,-0.0663
HD 12661 b,31.1423525,25.4135632,37.8478,0.0633,-0.063
HD 12661 c,31.1423525,25.4135632,37.8478,0.0633,-0.063
HD 126614 b,216.7005171,-5.1784093,73.0961,0.2453,-0.2436
HD 127506 b,217.6848544,35.4546059,22.5279,0.0189,-0.019
HD 128311 b,219.0032292,9.7454368,16.3292,0.0199,-0.0198
HD 128311 c,219.0032292,9.7454368,16.3292,0.0199,-0.0198
HD 128356 b,219.2702793,-25.8031728,26.1548,0.0446,-0.0445
HD 129445 b,221.5104196,-68.7629901,67.4386,0.1609,-0.1601
HD 130322 b,221.8857975,-0.2820782,31.8766,0.0729,-0.0727
HD 131496 b,223.3461495,18.2352618,131.849,1.153,-1.153
HD 13167 b,32.057635,-24.695575,148.934,1.092,-1.076
HD 13189 b,32.4173964,32.3164548,497.823,15.517,-15.517
HD 132406 b,224.2276121,53.3809615,70.7832,0.1387,-0.1381
HD 132563 b,224.5892892,44.0428571,105.155,0.282,-0.282
HD 133131 A b,225.8984524,-27.8431369,51.4736,0.1491,-0.1483
HD 133131 A c,225.8984524,-27.8431369,51.4736,0.1491,-0.1483
HD 133131 B b,225.8999745,-27.8415947,51.2993,0.1684,-0.1673
HD 134060 b,227.6847587,-61.4223747,24.0125,0.0204,-0.0203
HD 134060 c,227.6847587,-61.4223747,24.0125,0.0204,-0.0203
HD 134606 b,228.8103897,-70.5203328,26.7909,0.0204,-0.0205
HD 134606 c,228.8103897,-70.5203328,26.7909,0.0204,-0.0205
HD 134606 d,228.8103897,-70.5203328,26.7909,0.0204,-0.0205
HD 134606 e,228.8103897,-70.5203328,26.7909,0.0204,-0.0205
HD 134606 f,228.8103897,-70.5203328,26.7909,0.0204,-0.0205
HD 134987 b,228.3675397,-25.3096721,26.1804,0.0516,-0.0515
HD 134987 c,228.3675397,-25.3096721,26.1804,0.0516,-0.0515
HD 135625 b,229.4511514,-45.9225871,56.518,0.1166,-0.116
HD 135694 b,227.8678636,71.8412965,73.8713,0.1439,-0.1434
HD 135872 b,229.4213643,-5.2024735,82.4251,0.3022,-0.3022
HD 136118 b,229.7306046,-1.5922913,51.4359,0.1984,-0.1969
HD 136352 b,230.4401147,-48.3188174,14.682,0.0199,-0.0198
HD 136352 c,230.4401147,-48.3188174,14.682,0.0199,-0.0198
HD 136352 d,230.4401147,-48.3188174,14.682,0.0199,-0.0198
HD 136418 b,229.7756438,41.732423,105.168,0.311,-0.31
HD 136925 b,230.7157509,13.3663117,47.874,0.2448,-0.2423
HD 13724 c,33.0859626,-46.8166738,43.465,0.0528,-0.0527
HD 137388 b,233.915082,-80.2044169,40.4841,0.054,-0.054
HD 137496 b,231.7420543,-16.5090014,155.317,1.739,-1.702
HD 137496 c,231.7420543,-16.5090014,155.317,1.739,-1.702
HD 13808 b,33.1780708,-53.7437591,28.2305,0.0257,-0.0258
HD 13808 c,33.1780708,-53.7437591,28.2305,0.0257,-0.0258
HD 13908 b,34.5609102,65.5941901,79.5515,0.2196,-0.2185
HD 13908 c,34.5609102,65.5941901,79.5515,0.2196,-0.2185
HD 13931 b,34.1979991,43.7722065,47.3963,0.1446,-0.1438
HD 139357 b,233.8173564,53.9221505,112.09,0.698,-0.698
HD 1397 b,4.4471631,-66.3589285,79.5702,0.1738,-0.1731
HD 14067 b,34.293348,23.7676546,142.024,0.845,-0.835
HD 140901 b,236.8689866,-37.9172333,15.2528,0.0112,-0.0112
HD 140901 c,236.8689866,-37.9172333,15.2528,0.0112,-0.0112
HD 141004 b,236.6099205,7.3527684,11.8148,0.0361,-0.0359
HD 141399 b,236.7235392,46.986288,37.0169,0.033,-0.0329
HD 141399 c,236.7235392,46.986288,37.0169,0.033,-0.0329
HD 141399 d,236.7235392,46.986288,37.0169,0.033,-0.0329
HD 141399 e,236.7235392,46.986288,37.0169,0.033,-0.0329
HD 141937 b,238.0735585,-18.4359716,33.3622,0.0719,-0.0717
HD 142 A d,1.5836771,-49.0753625,26.1853,0.0449,-0.0446
HD 142 b,1.5836771,-49.0753625,26.1853,0.0449,-0.0446
HD 142 c,1.5836771,-49.0753625,26.1853,0.0449,-0.0446
HD 142022 A b,242.5481731,-84.2317494,34.2802,0.0315,-0.0315
HD 142245 b,238.2342443,15.4306118,97.2305,0.3914,-0.3914
HD 142415 b,239.418989,-60.2006948,35.5318,0.0418,-0.0417
HD 143105 b,238.4023547,68.7199779,46.7789,0.0435,-0.0433
HD 143361 b,240.4588405,-44.4350575,68.5146,0.2971,-0.2946
HD 144899 b,242.5721002,-47.9146826,115.665,0.512,-0.507
HD 145377 b,242.9019658,-27.0781199,53.4884,0.144,-0.1431
HD 145457 b,242.5162215,26.7429068,135.292,0.4035,-0.4035
HD 145675 c,242.6021014,43.8163621,17.9323,0.0073,-0.0073
HD 145934 b,243.2912249,13.2394527,227.881,2.3975,-2.3975
HD 1461 b,4.6762645,-8.0536206,23.4534,0.0309,-0.0309
HD 1461 c,4.6762645,-8.0536206,23.4534,0.0309,-0.0309
HD 147018 b,245.7490012,-61.6901291,40.4256,0.0716,-0.0713
HD 147018 c,245.7490012,-61.6901291,40.4256,0.0716,-0.0713
HD 147379 b,244.1725686,67.2392041,10.7643,0.00365,-0.00365
HD 147513 b,246.0057894,-39.1929661,12.9032,0.0234,-0.0233
HD 14787 b,35.8085099,10.8367972,119.137,0.7555,-0.7555
HD 147873 b,246.4380471,-33.5672217,109.055,1.021,-1.002
HD 147873 c,246.4380471,-33.5672217,109.055,1.021,-1.002
HD 148156 b,247.0723035,-46.3175085,57.1289,0.1488,-0.1481
HD 148164 b,246.4351678,11.9190729,77.1971,0.3014,-0.2992
HD 148164 c,246.4351678,11.9190729,77.1971,0.3014,-0.2992
HD 148427 b,247.1171311,-13.3996231,71.3499,0.30705,-0.30705
HD 149026 b,247.6229827,38.3475349,75.8643,0.174,-0.1733
HD 149143 b,248.2126715,2.0844547,73.2801,0.3623,-0.3588
HD 149806 b,249.2855187,0.2546794,20.2727,0.0179,-0.0179
HD 150010 b,247.8670682,72.6125804,144.49,0.673,-0.673
HD 1502 b,4.8214389,14.054683,190.953,2.7675,-2.7675
HD 150706 b,247.8255687,79.7894032,28.2697,0.0229,-0.0228
HD 151450 b,252.0080127,-15.964345,43.6002,0.1302,-0.1295
HD 151450 c,252.0080127,-15.964345,43.6002,0.1302,-0.1295
HD 152079 b,253.3732313,-46.3333582,87.8888,0.3583,-0.3554
HD 152581 b,253.4316451,11.9736828,165.76,1.1715,-1.1715
HD 152843 b,253.7848853,20.491524,107.898,0.318,-0.316
HD 152843 c,253.7848853,20.491524,107.898,0.318,-0.316
HD 15337 b,36.8678846,-27.6361171,44.8155,0.0707,-0.0704
HD 15337 c,36.8678846,-27.6361171,44.8155,0.0707,-0.0704
HD 153557 b,254.4706516,47.3678558,17.9412,0.0084,-0.0084
HD 153557 c,254.4706516,47.3678558,17.9412,0.0084,-0.0084
HD 153557 d,254.4706516,47.3678558,17.9412,0.0084,-0.0084
HD 153950 b,256.1292826,-43.3103753,48.4549,0.1168,-0.1163
HD 154088 b,256.1164214,-28.5838342,18.2692,0.0158,-0.0157
HD 154345 b,255.6524619,47.0855544,18.284,0.0072,-0.0071
HD 154391 b,255.3201345,60.6489226,100.947,0.248,-0.248
HD 154672 b,257.520697,-56.4498041,63.0484,0.1947,-0.1936
HD 154857 b,257.816194,-56.681038,63.4482,0.1565,-0.1558
HD 154857 c,257.816194,-56.681038,63.4482,0.1565,-0.1558
HD 155193 b,257.4208876,10.0381003,57.7995,0.1224,-0.1219
HD 155358 b,257.3930947,33.3549277,43.6197,0.0472,-0.0472
HD 155358 c,257.3930947,33.3549277,43.6197,0.0472,-0.0472
HD 155918 b,260.5364025,-75.349239,27.561,0.0227,-0.0226
HD 155918 c,260.5364025,-75.349239,27.561,0.0227,-0.0226
HD 156098 b,259.264687,-32.6630768,48.249,0.3786,-0.3729
HD 156098 c,259.264687,-32.6630768,48.249,0.3786,-0.3729
HD 156279 b,258.0966686,63.3527828,36.1945,0.0361,-0.0359
HD 156279 c,258.0966686,63.3527828,36.1945,0.0361,-0.0359
HD 156411 b,259.9639522,-48.5502313,56.8655,0.1828,-0.1817
HD 156668 b,259.4183491,29.228161,24.3323,0.0165,-0.0166
HD 156668 c,259.4183491,29.228161,24.3323,0.0165,-0.0166
HD 156846 b,260.1423366,-19.334365,47.7332,0.117,-0.1163
HD 158038 b,261.4395312,27.3030721,94.8625,0.22625,-0.22625
HD 158259 b,261.3495847,52.7904721,27.0498,0.0215,-0.0215
HD 158259 c,261.3495847,52.7904721,27.0498,0.0215,-0.0215
HD 158259 d,261.3495847,52.7904721,27.0498,0.0215,-0.0215
HD 158259 e,261.3495847,52.7904721,27.0498,0.0215,-0.0215
HD 158259 f,261.3495847,52.7904721,27.0498,0.0215,-0.0215
HD 158996 b,259.9051092,80.1364033,283.659,4.573,-4.573
HD 15906 b,38.2712534,-10.352178,45.5621,0.0883,-0.088
HD 15906 c,38.2712534,-10.352178,45.5621,0.0883,-0.088
HD 159243 b,263.3395365,5.7008254,73.3055,0.2358,-0.2344
HD 159243 c,263.3395365,5.7008254,73.3055,0.2358,-0.2344
HD 159868 b,264.7466665,-43.1462347,55.8503,0.1669,-0.166
HD 159868 c,264.7466665,-43.1462347,55.8503,0.1669,-0.166
HD 1605 b,5.1317548,30.9750611,88.8047,0.3754,-0.3724
HD 1605 c,5.1317548,30.9750611,88.8047,0.3754,-0.3724
HD 160691 b,266.0361585,-51.8348751,15.5981,0.0296,-0.0294
HD 160691 c,266.0361585,-51.8348751,15.5981,0.0296,-0.0294
HD 160691 d,266.0361585,-51.8348751,15.5981,0.0296,-0.0294
HD 160691 e,266.0361585,-51.8348751,15.5981,0.0296,-0.0294
HD 161178 b,264.2873565,72.455859,107.188,0.4905,-0.4905
HD 16141 b,38.8323674,-3.5624887,37.7861,0.0836,-0.0832
HD 16175 b,39.2577379,42.0624526,59.859,0.2478,-0.2457
HD 162020 b,267.6599252,-40.3184646,30.8248,0.0715,-0.0712
HD 163607 b,268.4181383,56.3924701,67.7855,0.1639,-0.1632
HD 163607 c,268.4181383,56.3924701,67.7855,0.1639,-0.1632
HD 16417 b,39.2441029,-34.5790905,25.3936,0.0353,-0.0352
HD 164509 b,270.3800811,0.1044685,53.1119,0.1432,-0.1425
HD 164595 b,270.1613723,29.5726698,28.254,0.0208,-0.0207
HD 164604 b,270.7787177,-28.5608343,39.3633,0.0963,-0.0959
HD 164922 b,270.6304652,26.3104077,22.0016,0.0152,-0.0151
HD 164922 c,270.6304652,26.3104077,22.0016,0.0152,-0.0151
HD 164922 d,270.6304652,26.3104077,22.0016,0.0152,-0.0151
HD 164922 e,270.6304652,26.3104077,22.0016,0.0152,-0.0151
HD 165131 b,271.3444007,-21.6737039,57.4263,0.2111,-0.2096
HD 165155 b,271.4893395,-29.9172536,63.3574,0.2184,-0.2168
HD 1666 b,5.2180424,-19.9314823,117.908,0.687,-0.679
HD 166724 b,273.4988604,-42.5757218,45.1342,0.0903,-0.0899
HD 167042 b,272.6326268,54.2876184,49.6633,0.1348,-0.1348
HD 167677 b,274.2067844,-11.4067857,54.3258,0.2769,-0.2741
HD 167768 b,274.2213308,-3.0085807,107.214,1.0755,-1.0755
HD 168009 b,273.8847918,45.2088229,23.3032,0.0118,-0.0118
HD 168443 b,275.0159879,-9.5966905,39.6245,0.1224,-0.1217
HD 168443 c,275.0159879,-9.5966905,39.6245,0.1224,-0.1217
HD 168746 b,275.4573269,-11.9229757,41.5681,0.1,-0.0995
HD 168863 b,275.6642157,-18.0219726,39.8979,0.0924,-0.0919
HD 1690 b,5.3055886,-8.2811442,752.615,27.894,-27.894
HD 16905 b,40.0136203,-61.3550396,39.7401,0.0452,-0.0452
HD 169142 b,276.1240717,-29.7805318,113.6,0.833,-0.82
HD 169830 b,276.9561859,-29.8167919,37.6048,0.1484,-0.1473
HD 169830 c,276.9561859,-29.8167919,37.6048,0.1484,-0.1473
HD 170469 b,277.2955423,11.6954244,60.178,0.1491,-0.1484
HD 17092 b,41.5924261,49.6530375,228.422,2.713,-2.713
HD 171028 b,278.0643694,6.9456827,111.659,0.627,-0.621
HD 171238 b,278.6818389,-28.0727849,44.8113,0.1117,-0.1112
HD 17156 b,42.4366123,71.7530882,78.0863,0.2397,-0.2383
HD 173416 b,280.9005676,36.556857,132.184,0.7355,-0.7355
HD 174205 b,280.7932014,70.7928237,234.027,1.392,-1.375
HD 175167 b,285.0033888,-69.9450664,71.0863,0.1691,-0.1684
HD 175541 b,283.9203211,4.2649344,129.603,1.0065,-1.0065
HD 175607 b,285.2742901,-66.1943379,40.3303,0.0616,-0.0613
HD 17674 b,42.7684964,30.2865981,44.4264,0.0861,-0.0859
HD 176986 b,285.7739138,-11.044941,27.7843,0.0483,-0.0481
HD 176986 c,285.7739138,-11.044941,27.7843,0.0483,-0.0481
HD 177565 b,286.7175787,-37.8122394,16.9179,0.0192,-0.0192
HD 177830 b,286.3363574,25.9204327,62.7674,0.1244,-0.1244
HD 177830 c,286.3363574,25.9204327,62.7674,0.1244,-0.1244
HD 178911 B b,287.2632091,34.6006972,40.9727,0.0464,-0.0462
HD 179079 b,287.7903733,-2.6387703,69.7116,0.3982,-0.3938
